Region,Product,Channel,Month,Scenario,StoreId,CustomerSegment,Revenue,Cost,Units,Discount
North,Beta,Online,Mar,Actual,S007,SMB,8403.51,5084.12,80,252.11
North,Beta,Online,Mar,Actual,S007,MidMarket,8835.67,5345.58,84,265.07
North,Beta,Online,Mar,Actual,S007,Enterprise,8790.84,5318.46,83,263.73
North,Beta,Online,Mar,Actual,S008,SMB,8329.8,5039.53,79,249.89
North,Beta,Online,Mar,Actual,S008,MidMarket,8657.96,5238.07,82,259.74
North,Beta,Online,Mar,Actual,S008,Enterprise,9131.13,5524.33,86,273.93
North,Beta,Online,Mar,Actual,S009,SMB,8534.09,5163.12,81,256.02
North,Beta,Online,Mar,Actual,S009,MidMarket,8574.26,5187.43,81,257.23
North,Beta,Online,Mar,Actual,S009,Enterprise,8874.42,5369.02,84,266.23
North,Beta,Online,Mar,Budget,S001,SMB,7531.51,4556.56,71,225.95
North,Beta,Online,Mar,Budget,S001,MidMarket,7847.69,4747.85,74,235.43
North,Beta,Online,Mar,Budget,S001,Enterprise,7957.86,4814.51,75,238.74
North,Beta,Online,Mar,Budget,S002,SMB,7685.3,4649.61,73,230.56
North,Beta,Online,Mar,Budget,S002,MidMarket,7761.48,4695.7,73,232.84
North,Beta,Online,Mar,Budget,S002,Enterprise,8187.66,4953.53,77,245.63
North,Beta,Online,Mar,Budget,S003,SMB,7597.1,4596.25,72,227.91
North,Beta,Online,Mar,Budget,S003,MidMarket,7676.28,4644.15,73,230.29
North,Beta,Online,Mar,Budget,S003,Enterprise,8384.45,5072.59,79,251.53
North,Beta,Online,Mar,Budget,S004,SMB,7924.89,4794.56,75,237.75
North,Beta,Online,Mar,Budget,S004,MidMarket,8057.07,4874.53,76,241.71
North,Beta,Online,Mar,Budget,S004,Enterprise,8141.25,4925.46,77,244.24
North,Beta,Online,Mar,Budget,S005,SMB,7695.69,4655.89,73,230.87
North,Beta,Online,Mar,Budget,S005,MidMarket,7778.86,4706.21,74,233.37
North,Beta,Online,Mar,Budget,S005,Enterprise,8283.04,5011.24,78,248.49
North,Beta,Online,Mar,Budget,S006,SMB,8052.48,4871.75,76,241.57
North,Beta,Online,Mar,Budget,S006,MidMarket,8180.66,4949.3,77,245.42
North,Beta,Online,Mar,Budget,S006,Enterprise,8446.84,5110.34,80,253.41
North,Beta,Online,Mar,Budget,S007,SMB,8046.28,4868.0,76,241.39
North,Beta,Online,Mar,Budget,S007,MidMarket,8382.45,5071.38,79,251.47
North,Beta,Online,Mar,Budget,S007,Enterprise,8128.63,4917.82,77,243.86
North,Beta,Online,Mar,Budget,S008,SMB,8186.07,4952.57,77,245.58
North,Beta,Online,Mar,Budget,S008,MidMarket,8249.25,4990.8,78,247.48
North,Beta,Online,Mar,Budget,S008,Enterprise,8539.42,5166.35,81,256.18
North,Beta,Online,Mar,Budget,S009,SMB,8028.86,4857.46,76,240.87
North,Beta,Online,Mar,Budget,S009,MidMarket,8420.04,5094.12,80,252.6
North,Beta,Online,Mar,Budget,S009,Enterprise,8675.22,5248.51,82,260.26
North,Beta,Online,Apr,Actual,S001,SMB,8432.28,5101.53,80,252.97
North,Beta,Online,Apr,Actual,S001,MidMarket,8348.28,5050.71,79,250.45
North,Beta,Online,Apr,Actual,S001,Enterprise,8831.28,5342.92,84,264.94
North,Beta,Online,Apr,Actual,S002,SMB,8437.28,5104.55,80,253.12
North,Beta,Online,Apr,Actual,S002,MidMarket,8377.28,5068.25,79,251.32
North,Beta,Online,Apr,Actual,S002,Enterprise,8802.28,5325.38,83,264.07
North,Beta,Online,Apr,Actual,S003,SMB,8496.28,5140.25,80,254.89
North,Beta,Online,Apr,Actual,S003,MidMarket,8498.28,5141.46,80,254.95
North,Beta,Online,Apr,Actual,S003,Enterprise,8662.29,5240.69,82,259.87
North,Beta,Online,Apr,Actual,S004,SMB,8469.28,5123.91,80,254.08
North,Beta,Online,Apr,Actual,S004,MidMarket,8473.28,5126.33,80,254.2
North,Beta,Online,Apr,Actual,S004,Enterprise,8925.29,5399.8,85,267.76
North,Beta,Online,Apr,Actual,S005,SMB,8330.28,5039.82,79,249.91
North,Beta,Online,Apr,Actual,S005,MidMarket,8781.28,5312.67,83,263.44
North,Beta,Online,Apr,Actual,S005,Enterprise,9052.29,5476.64,86,271.57
North,Beta,Online,Apr,Actual,S006,SMB,8629.28,5220.71,82,258.88
North,Beta,Online,Apr,Actual,S006,MidMarket,8884.28,5374.99,84,266.53
North,Beta,Online,Apr,Actual,S006,Enterprise,9061.29,5482.08,86,271.84
North,Beta,Online,Apr,Actual,S007,SMB,8666.28,5243.1,82,259.99
North,Beta,Online,Apr,Actual,S007,MidMarket,8979.29,5432.47,85,269.38
North,Beta,Online,Apr,Actual,S007,Enterprise,8852.29,5355.64,84,265.57
North,Beta,Online,Apr,Actual,S008,SMB,8697.28,5261.85,82,260.92
North,Beta,Online,Apr,Actual,S008,MidMarket,8657.29,5237.66,82,259.72
North,Beta,Online,Apr,Actual,S008,Enterprise,9302.29,5627.89,88,279.07
North,Beta,Online,Apr,Actual,S009,SMB,8755.28,5296.94,83,262.66
North,Beta,Online,Apr,Actual,S009,MidMarket,8996.29,5442.76,85,269.89
North,Beta,Online,Apr,Actual,S009,Enterprise,8918.29,5395.57,84,267.55
North,Beta,Online,Apr,Budget,S001,SMB,7635.06,4619.21,72,229.05
North,Beta,Online,Apr,Budget,S001,MidMarket,8098.14,4899.37,77,242.94
North,Beta,Online,Apr,Budget,S001,Enterprise,8138.23,4923.63,77,244.15
North,Beta,Online,Apr,Budget,S002,SMB,7548.58,4566.89,71,226.46
North,Beta,Online,Apr,Budget,S002,MidMarket,8045.66,4867.62,76,241.37
North,Beta,Online,Apr,Budget,S002,Enterprise,8153.75,4933.02,77,244.61
North,Beta,Online,Apr,Budget,S003,SMB,7960.1,4815.86,75,238.8
North,Beta,Online,Apr,Budget,S003,MidMarket,7871.19,4762.07,74,236.14
North,Beta,Online,Apr,Budget,S003,Enterprise,8068.27,4881.3,76,242.05
North,Beta,Online,Apr,Budget,S004,SMB,8105.62,4903.9,77,243.17
North,Beta,Online,Apr,Budget,S004,MidMarket,8009.71,4845.87,76,240.29
North,Beta,Online,Apr,Budget,S004,Enterprise,8243.79,4987.49,78,247.31
North,Beta,Online,Apr,Budget,S005,SMB,8077.14,4886.67,76,242.31
North,Beta,Online,Apr,Budget,S005,MidMarket,8125.23,4915.76,77,243.76
North,Beta,Online,Apr,Budget,S005,Enterprise,8220.31,4973.29,78,246.61
North,Beta,Online,Apr,Budget,S006,SMB,7851.66,4750.25,74,235.55
North,Beta,Online,Apr,Budget,S006,MidMarket,8034.75,4861.02,76,241.04
North,Beta,Online,Apr,Budget,S006,Enterprise,8587.83,5195.64,81,257.63
North,Beta,Online,Apr,Budget,S007,SMB,8080.19,4888.51,76,242.41
North,Beta,Online,Apr,Budget,S007,MidMarket,8470.27,5124.51,80,254.11
North,Beta,Online,Apr,Budget,S007,Enterprise,8737.35,5286.1,83,262.12
North,Beta,Online,Apr,Budget,S008,SMB,8045.71,4867.65,76,241.37
North,Beta,Online,Apr,Budget,S008,MidMarket,8347.79,5050.41,79,250.43
North,Beta,Online,Apr,Budget,S008,Enterprise,8550.87,5173.28,81,256.53
North,Beta,Online,Apr,Budget,S009,SMB,8380.23,5070.04,79,251.41
North,Beta,Online,Apr,Budget,S009,MidMarket,8270.31,5003.54,78,248.11
North,Beta,Online,Apr,Budget,S009,Enterprise,8774.39,5308.51,83,263.23
North,Beta,Online,May,Actual,S001,SMB,8095.37,4897.7,77,242.86
North,Beta,Online,May,Actual,S001,MidMarket,8370.27,5064.01,79,251.11
North,Beta,Online,May,Actual,S001,Enterprise,8934.17,5405.17,85,268.03
North,Beta,Online,May,Actual,S002,SMB,8490.34,5136.66,80,254.71
North,Beta,Online,May,Actual,S002,MidMarket,8779.24,5311.44,83,263.38
North,Beta,Online,May,Actual,S002,Enterprise,8770.14,5305.93,83,263.1
North,Beta,Online,May,Actual,S003,SMB,8620.32,5215.29,82,258.61
North,Beta,Online,May,Actual,S003,MidMarket,8765.22,5302.96,83,262.96
North,Beta,Online,May,Actual,S003,Enterprise,8732.12,5282.93,83,261.96
North,Beta,Online,May,Actual,S004,SMB,8564.29,5181.4,81,256.93
North,Beta,Online,May,Actual,S004,MidMarket,8855.19,5357.39,84,265.66
North,Beta,Online,May,Actual,S004,Enterprise,8811.09,5330.71,83,264.33
North,Beta,Online,May,Actual,S005,SMB,8650.27,5233.41,82,259.51
North,Beta,Online,May,Actual,S005,MidMarket,8525.17,5157.73,81,255.76
North,Beta,Online,May,Actual,S005,Enterprise,8934.07,5405.11,85,268.02
North,Beta,Online,May,Actual,S006,SMB,8789.24,5317.49,83,263.68
North,Beta,Online,May,Actual,S006,MidMarket,8562.14,5180.09,81,256.86
North,Beta,Online,May,Actual,S006,Enterprise,8824.04,5338.54,84,264.72
North,Beta,Online,May,Actual,S007,SMB,8739.22,5287.23,83,262.18
North,Beta,Online,May,Actual,S007,MidMarket,9075.12,5490.45,86,272.25
North,Beta,Online,May,Actual,S007,Enterprise,8924.02,5399.03,84,267.72
North,Beta,Online,May,Actual,S008,SMB,8850.19,5354.36,84,265.51
North,Beta,Online,May,Actual,S008,MidMarket,8984.09,5435.37,85,269.52
North,Beta,Online,May,Actual,S008,Enterprise,9235.99,5587.77,87,277.08
North,Beta,Online,May,Actual,S009,SMB,8812.17,5331.36,83,264.37
North,Beta,Online,May,Actual,S009,MidMarket,8898.07,5383.33,84,266.94
North,Beta,Online,May,Actual,S009,Enterprise,9417.97,5697.87,89,282.54
North,Beta,Online,May,Budget,S001,SMB,7948.69,4808.96,75,238.46
North,Beta,Online,May,Budget,S001,MidMarket,8140.91,4925.25,77,244.23
North,Beta,Online,May,Budget,S001,Enterprise,8229.14,4978.63,78,246.87
North,Beta,Online,May,Budget,S002,SMB,7756.24,4692.53,73,232.69
North,Beta,Online,May,Budget,S002,MidMarket,7829.47,4736.83,74,234.88
North,Beta,Online,May,Budget,S002,Enterprise,8401.69,5083.02,80,252.05
North,Beta,Online,May,Budget,S003,SMB,7824.8,4734.0,74,234.74
North,Beta,Online,May,Budget,S003,MidMarket,7844.03,4745.64,74,235.32
North,Beta,Online,May,Budget,S003,Enterprise,8186.25,4952.68,77,245.59
North,Beta,Online,May,Budget,S004,SMB,7950.36,4809.97,75,238.51
North,Beta,Online,May,Budget,S004,MidMarket,7953.58,4811.92,75,238.61
North,Beta,Online,May,Budget,S004,Enterprise,8336.81,5043.77,79,250.1
North,Beta,Online,May,Budget,S005,SMB,7917.91,4790.34,75,237.54
North,Beta,Online,May,Budget,S005,MidMarket,8288.14,5014.32,78,248.64
North,Beta,Online,May,Budget,S005,Enterprise,8541.36,5167.52,81,256.24
North,Beta,Online,May,Budget,S006,SMB,8127.47,4917.12,77,243.82
North,Beta,Online,May,Budget,S006,MidMarket,8131.69,4919.67,77,243.95
North,Beta,Online,May,Budget,S006,Enterprise,8510.92,5149.11,81,255.33
North,Beta,Online,May,Budget,S007,SMB,8032.03,4859.38,76,240.96
North,Beta,Online,May,Budget,S007,MidMarket,8472.25,5125.71,80,254.17
North,Beta,Online,May,Budget,S007,Enterprise,8591.48,5197.85,81,257.74
North,Beta,Online,May,Budget,S008,SMB,8371.58,5064.81,79,251.15
North,Beta,Online,May,Budget,S008,MidMarket,8294.81,5018.36,78,248.84
North,Beta,Online,May,Budget,S008,Enterprise,8374.03,5066.29,79,251.22
North,Beta,Online,May,Budget,S009,SMB,8289.14,5014.93,78,248.67
North,Beta,Online,May,Budget,S009,MidMarket,8277.36,5007.8,78,248.32
North,Beta,Online,May,Budget,S009,Enterprise,8613.59,5211.22,82,258.41
North,Beta,Online,Jun,Actual,S001,SMB,7986.05,4831.56,76,239.58
North,Beta,Online,Jun,Actual,S001,MidMarket,8512.91,5150.31,81,255.39
North,Beta,Online,Jun,Actual,S001,Enterprise,8869.78,5366.22,84,266.09
North,Beta,Online,Jun,Actual,S002,SMB,8511.52,5149.47,81,255.35
North,Beta,Online,Jun,Actual,S002,MidMarket,8538.38,5165.72,81,256.15
North,Beta,Online,Jun,Actual,S002,Enterprise,8640.24,5227.35,82,259.21
North,Beta,Online,Jun,Actual,S003,SMB,8552.98,5174.55,81,256.59
North,Beta,Online,Jun,Actual,S003,MidMarket,8618.84,5214.4,82,258.57
North,Beta,Online,Jun,Actual,S003,Enterprise,8641.71,5228.23,82,259.25
North,Beta,Online,Jun,Actual,S004,SMB,8471.45,5125.23,80,254.14
North,Beta,Online,Jun,Actual,S004,MidMarket,8394.31,5078.56,79,251.83
North,Beta,Online,Jun,Actual,S004,Enterprise,8909.17,5390.05,84,267.28
North,Beta,Online,Jun,Actual,S005,SMB,8616.91,5213.23,82,258.51
North,Beta,Online,Jun,Actual,S005,MidMarket,8654.78,5236.14,82,259.64
North,Beta,Online,Jun,Actual,S005,Enterprise,9104.64,5508.31,86,273.14
North,Beta,Online,Jun,Actual,S006,SMB,8609.38,5208.67,81,258.28
North,Beta,Online,Jun,Actual,S006,MidMarket,8627.24,5219.48,82,258.82
North,Beta,Online,Jun,Actual,S006,Enterprise,9027.1,5461.4,85,270.81
North,Beta,Online,Jun,Actual,S007,SMB,8515.84,5152.08,81,255.48
North,Beta,Online,Jun,Actual,S007,MidMarket,8587.71,5195.56,81,257.63
North,Beta,Online,Jun,Actual,S007,Enterprise,8821.57,5337.05,84,264.65
North,Beta,Online,Jun,Actual,S008,SMB,8385.31,5073.11,79,251.56
North,Beta,Online,Jun,Actual,S008,MidMarket,9068.17,5486.24,86,272.05
North,Beta,Online,Jun,Actual,S008,Enterprise,8825.04,5339.15,84,264.75
North,Beta,Online,Jun,Actual,S009,SMB,8572.78,5186.53,81,257.18
North,Beta,Online,Jun,Actual,S009,MidMarket,8891.64,5379.44,84,266.75
North,Beta,Online,Jun,Actual,S009,Enterprise,8920.5,5396.9,84,267.62
North,Beta,Online,Jun,Budget,S001,SMB,7529.61,4555.41,71,225.89
North,Beta,Online,Jun,Budget,S001,MidMarket,7809.16,4724.54,74,234.27
North,Beta,Online,Jun,Budget,S001,Enterprise,8351.71,5052.78,79,250.55
North,Beta,Online,Jun,Budget,S002,SMB,7807.74,4723.68,74,234.23
North,Beta,Online,Jun,Budget,S002,MidMarket,7810.3,4725.23,74,234.31
North,Beta,Online,Jun,Budget,S002,Enterprise,8147.85,4929.45,77,244.44
North,Beta,Online,Jun,Budget,S003,SMB,7816.88,4729.21,74,234.51
North,Beta,Online,Jun,Budget,S003,MidMarket,7982.43,4829.37,76,239.47
North,Beta,Online,Jun,Budget,S003,Enterprise,8344.98,5048.71,79,250.35
North,Beta,Online,Jun,Budget,S004,SMB,8123.02,4914.43,77,243.69
North,Beta,Online,Jun,Budget,S004,MidMarket,8225.57,4976.47,78,246.77
North,Beta,Online,Jun,Budget,S004,Enterprise,8410.12,5088.12,80,252.3
North,Beta,Online,Jun,Budget,S005,SMB,8173.16,4944.76,77,245.19
North,Beta,Online,Jun,Budget,S005,MidMarket,8173.71,4945.09,77,245.21
North,Beta,Online,Jun,Budget,S005,Enterprise,8320.26,5033.76,79,249.61
North,Beta,Online,Jun,Budget,S006,SMB,8041.3,4864.99,76,241.24
North,Beta,Online,Jun,Budget,S006,MidMarket,8329.85,5039.56,79,249.9
North,Beta,Online,Jun,Budget,S006,Enterprise,8530.4,5160.89,81,255.91
North,Beta,Online,Jun,Budget,S007,SMB,7872.43,4762.82,74,236.17
North,Beta,Online,Jun,Budget,S007,MidMarket,8454.98,5115.26,80,253.65
North,Beta,Online,Jun,Budget,S007,Enterprise,8422.54,5095.64,80,252.68
North,Beta,Online,Jun,Budget,S008,SMB,8180.57,4949.24,77,245.42
North,Beta,Online,Jun,Budget,S008,MidMarket,8104.12,4902.99,77,243.12
North,Beta,Online,Jun,Budget,S008,Enterprise,8688.67,5256.65,82,260.66
North,Beta,Online,Jun,Budget,S009,SMB,8147.71,4929.36,77,244.43
North,Beta,Online,Jun,Budget,S009,MidMarket,8421.26,5094.86,80,252.64
North,Beta,Online,Jun,Budget,S009,Enterprise,8522.81,5156.3,81,255.68
North,Beta,Online,Jul,Actual,S001,SMB,8389.57,5075.69,79,251.69
North,Beta,Online,Jul,Actual,S001,MidMarket,8611.94,5210.22,82,258.36
North,Beta,Online,Jul,Actual,S001,Enterprise,8483.31,5132.4,80,254.5
North,Beta,Online,Jul,Actual,S002,SMB,7979.42,4827.55,75,239.38
North,Beta,Online,Jul,Actual,S002,MidMarket,8531.79,5161.73,81,255.95
North,Beta,Online,Jul,Actual,S002,Enterprise,8583.16,5192.81,81,257.49
North,Beta,Online,Jul,Actual,S003,SMB,8128.26,4917.6,77,243.85
North,Beta,Online,Jul,Actual,S003,MidMarket,8459.63,5118.08,80,253.79
North,Beta,Online,Jul,Actual,S003,Enterprise,8675.0,5248.38,82,260.25
North,Beta,Online,Jul,Actual,S004,SMB,8557.1,5177.05,81,256.71
North,Beta,Online,Jul,Actual,S004,MidMarket,8406.47,5085.91,80,252.19
North,Beta,Online,Jul,Actual,S004,Enterprise,8938.84,5408.0,85,268.17
North,Beta,Online,Jul,Actual,S005,SMB,8309.94,5027.51,79,249.3
North,Beta,Online,Jul,Actual,S005,MidMarket,8390.31,5076.14,79,251.71
North,Beta,Online,Jul,Actual,S005,Enterprise,8906.68,5388.54,84,267.2
North,Beta,Online,Jul,Actual,S006,SMB,8366.79,5061.91,79,251.0
North,Beta,Online,Jul,Actual,S006,MidMarket,8672.16,5246.66,82,260.16
North,Beta,Online,Jul,Actual,S006,Enterprise,9070.52,5487.66,86,272.12
North,Beta,Online,Jul,Actual,S007,SMB,8732.63,5283.24,83,261.98
North,Beta,Online,Jul,Actual,S007,MidMarket,8778.0,5310.69,83,263.34
North,Beta,Online,Jul,Actual,S007,Enterprise,8846.37,5352.05,84,265.39
North,Beta,Online,Jul,Actual,S008,SMB,8317.47,5032.07,79,249.52
North,Beta,Online,Jul,Actual,S008,MidMarket,8704.84,5266.43,82,261.15
North,Beta,Online,Jul,Actual,S008,Enterprise,8858.21,5359.22,84,265.75
North,Beta,Online,Jul,Actual,S009,SMB,8437.31,5104.57,80,253.12
North,Beta,Online,Jul,Actual,S009,MidMarket,9050.68,5475.66,86,271.52
North,Beta,Online,Jul,Actual,S009,Enterprise,8833.05,5344.0,84,264.99
North,Beta,Online,Jul,Budget,S001,SMB,7905.0,4782.52,75,237.15
North,Beta,Online,Jul,Budget,S001,MidMarket,8056.45,4874.15,76,241.69
North,Beta,Online,Jul,Budget,S001,Enterprise,8245.89,4988.76,78,247.38
North,Beta,Online,Jul,Budget,S002,SMB,7702.61,4660.08,73,231.08
North,Beta,Online,Jul,Budget,S002,MidMarket,7719.06,4670.03,73,231.57
North,Beta,Online,Jul,Budget,S002,Enterprise,8214.51,4969.78,78,246.44
North,Beta,Online,Jul,Budget,S003,SMB,7629.22,4615.68,72,228.88
North,Beta,Online,Jul,Budget,S003,MidMarket,8051.67,4871.26,76,241.55
North,Beta,Online,Jul,Budget,S003,Enterprise,8253.12,4993.14,78,247.59
North,Beta,Online,Jul,Budget,S004,SMB,7876.83,4765.48,75,236.3
North,Beta,Online,Jul,Budget,S004,MidMarket,8271.28,5004.12,78,248.14
North,Beta,Online,Jul,Budget,S004,Enterprise,7986.73,4831.97,76,239.6
North,Beta,Online,Jul,Budget,S005,SMB,7647.45,4626.71,72,229.42
North,Beta,Online,Jul,Budget,S005,MidMarket,8226.89,4977.27,78,246.81
North,Beta,Online,Jul,Budget,S005,Enterprise,8197.34,4959.39,78,245.92
North,Beta,Online,Jul,Budget,S006,SMB,7797.06,4717.22,74,233.91
North,Beta,Online,Jul,Budget,S006,MidMarket,7939.51,4803.4,75,238.19
North,Beta,Online,Jul,Budget,S006,Enterprise,8479.95,5130.37,80,254.4
North,Beta,Online,Jul,Budget,S007,SMB,8012.67,4847.67,76,240.38
North,Beta,Online,Jul,Budget,S007,MidMarket,8031.12,4858.83,76,240.93
North,Beta,Online,Jul,Budget,S007,Enterprise,8163.57,4938.96,77,244.91
North,Beta,Online,Jul,Budget,S008,SMB,8198.28,4959.96,78,245.95
North,Beta,Online,Jul,Budget,S008,MidMarket,8367.73,5062.48,79,251.03
North,Beta,Online,Jul,Budget,S008,Enterprise,8462.18,5119.62,80,253.87
North,Beta,Online,Jul,Budget,S009,SMB,7930.89,4798.19,75,237.93
North,Beta,Online,Jul,Budget,S009,MidMarket,8327.34,5038.04,79,249.82
North,Beta,Online,Jul,Budget,S009,Enterprise,8339.79,5045.57,79,250.19
North,Beta,Online,Aug,Actual,S001,SMB,8294.35,5018.08,78,248.83
North,Beta,Online,Aug,Actual,S001,MidMarket,8533.36,5162.68,81,256.0
North,Beta,Online,Aug,Actual,S001,Enterprise,8417.37,5092.51,80,252.52
North,Beta,Online,Aug,Actual,S002,SMB,8098.85,4899.8,77,242.97
North,Beta,Online,Aug,Actual,S002,MidMarket,8536.86,5164.8,81,256.11
North,Beta,Online,Aug,Actual,S002,Enterprise,8425.87,5097.65,80,252.78
North,Beta,Online,Aug,Actual,S003,SMB,8386.35,5073.74,79,251.59
North,Beta,Online,Aug,Actual,S003,MidMarket,8654.36,5235.89,82,259.63
North,Beta,Online,Aug,Actual,S003,Enterprise,8708.38,5268.57,82,261.25
North,Beta,Online,Aug,Actual,S004,SMB,8036.86,4862.3,76,241.11
North,Beta,Online,Aug,Actual,S004,MidMarket,8386.87,5074.06,79,251.61
North,Beta,Online,Aug,Actual,S004,Enterprise,8894.88,5381.4,84,266.85
North,Beta,Online,Aug,Actual,S005,SMB,8162.36,4938.23,77,244.87
North,Beta,Online,Aug,Actual,S005,MidMarket,8364.37,5060.44,79,250.93
North,Beta,Online,Aug,Actual,S005,Enterprise,8784.38,5314.55,83,263.53
North,Beta,Online,Aug,Actual,S006,SMB,8268.86,5002.66,78,248.07
North,Beta,Online,Aug,Actual,S006,MidMarket,8758.87,5299.12,83,262.77
North,Beta,Online,Aug,Actual,S006,Enterprise,8649.88,5233.18,82,259.5
North,Beta,Online,Aug,Actual,S007,SMB,8249.36,4990.86,78,247.48
North,Beta,Online,Aug,Actual,S007,MidMarket,8741.38,5288.53,83,262.24
North,Beta,Online,Aug,Actual,S007,Enterprise,9056.39,5479.12,86,271.69
North,Beta,Online,Aug,Actual,S008,SMB,8258.87,4996.62,78,247.77
North,Beta,Online,Aug,Actual,S008,MidMarket,8522.88,5156.34,81,255.69
North,Beta,Online,Aug,Actual,S008,Enterprise,8672.89,5247.1,82,260.19
North,Beta,Online,Aug,Actual,S009,SMB,8481.37,5131.23,80,254.44
North,Beta,Online,Aug,Actual,S009,MidMarket,8912.38,5391.99,84,267.37
North,Beta,Online,Aug,Actual,S009,Enterprise,9121.39,5518.44,86,273.64
North,Beta,Online,Aug,Budget,S001,SMB,7511.65,4544.55,71,225.35
North,Beta,Online,Aug,Budget,S001,MidMarket,7889.06,4772.88,75,236.67
North,Beta,Online,Aug,Budget,S001,Enterprise,7950.47,4810.03,75,238.51
North,Beta,Online,Aug,Budget,S002,SMB,7448.0,4506.04,70,223.44
North,Beta,Online,Aug,Budget,S002,MidMarket,7726.41,4674.48,73,231.79
North,Beta,Online,Aug,Budget,S002,Enterprise,7969.82,4821.74,75,239.09
North,Beta,Online,Aug,Budget,S003,SMB,7515.35,4546.79,71,225.46
North,Beta,Online,Aug,Budget,S003,MidMarket,7750.76,4689.21,73,232.52
North,Beta,Online,Aug,Budget,S003,Enterprise,8263.17,4999.22,78,247.9
North,Beta,Online,Aug,Budget,S004,SMB,7753.71,4690.99,73,232.61
North,Beta,Online,Aug,Budget,S004,MidMarket,8005.12,4843.1,76,240.15
North,Beta,Online,Aug,Budget,S004,Enterprise,7991.53,4834.88,76,239.75
North,Beta,Online,Aug,Budget,S005,SMB,7969.06,4821.28,75,239.07
North,Beta,Online,Aug,Budget,S005,MidMarket,7817.47,4729.57,74,234.52
North,Beta,Online,Aug,Budget,S005,Enterprise,8225.88,4976.66,78,246.78
North,Beta,Online,Aug,Budget,S006,SMB,7866.41,4759.18,74,235.99
North,Beta,Online,Aug,Budget,S006,MidMarket,8232.82,4980.86,78,246.98
North,Beta,Online,Aug,Budget,S006,Enterprise,8217.23,4971.42,78,246.52
North,Beta,Online,Aug,Budget,S007,SMB,7948.76,4809.0,75,238.46
North,Beta,Online,Aug,Budget,S007,MidMarket,8187.17,4953.24,77,245.62
North,Beta,Online,Aug,Budget,S007,Enterprise,8136.58,4922.63,77,244.1
North,Beta,Online,Aug,Budget,S008,SMB,7967.12,4820.11,75,239.01
North,Beta,Online,Aug,Budget,S008,MidMarket,8190.53,4955.27,78,245.72
North,Beta,Online,Aug,Budget,S008,Enterprise,8243.93,4987.58,78,247.32
North,Beta,Online,Aug,Budget,S009,SMB,8269.47,5003.03,78,248.08
North,Beta,Online,Aug,Budget,S009,MidMarket,8296.88,5019.61,79,248.91
North,Beta,Online,Aug,Budget,S009,Enterprise,8202.29,4962.39,78,246.07
North,Beta,Online,Sep,Actual,S001,SMB,8307.02,5025.75,79,249.21
North,Beta,Online,Sep,Actual,S001,MidMarket,8543.12,5168.59,81,256.29
North,Beta,Online,Sep,Actual,S001,Enterprise,8814.22,5332.6,83,264.43
North,Beta,Online,Sep,Actual,S002,SMB,8429.8,5100.03,80,252.89
North,Beta,Online,Sep,Actual,S002,MidMarket,8530.89,5161.19,81,255.93
North,Beta,Online,Sep,Actual,S002,Enterprise,8666.99,5243.53,82,260.01
North,Beta,Online,Sep,Actual,S003,SMB,8192.57,4956.5,78,245.78
North,Beta,Online,Sep,Actual,S003,MidMarket,8479.67,5130.2,80,254.39
North,Beta,Online,Sep,Actual,S003,Enterprise,8781.76,5312.96,83,263.45
North,Beta,Online,Sep,Actual,S004,SMB,8583.34,5192.92,81,257.5
North,Beta,Online,Sep,Actual,S004,MidMarket,8312.44,5029.03,79,249.37
North,Beta,Online,Sep,Actual,S004,Enterprise,8535.54,5164.0,81,256.07
North,Beta,Online,Sep,Actual,S005,SMB,8387.12,5074.21,79,251.61
North,Beta,Online,Sep,Actual,S005,MidMarket,8782.22,5313.24,83,263.47
North,Beta,Online,Sep,Actual,S005,Enterprise,8761.31,5300.59,83,262.84
North,Beta,Online,Sep,Actual,S006,SMB,8411.89,5089.19,80,252.36
North,Beta,Online,Sep,Actual,S006,MidMarket,8751.99,5294.95,83,262.56
North,Beta,Online,Sep,Actual,S006,Enterprise,8663.09,5241.17,82,259.89
North,Beta,Online,Sep,Actual,S007,SMB,8496.67,5140.49,80,254.9
North,Beta,Online,Sep,Actual,S007,MidMarket,8816.76,5334.14,83,264.5
North,Beta,Online,Sep,Actual,S007,Enterprise,9124.86,5520.54,86,273.75
North,Beta,Online,Sep,Actual,S008,SMB,8524.44,5157.29,81,255.73
North,Beta,Online,Sep,Actual,S008,MidMarket,8541.54,5167.63,81,256.25
North,Beta,Online,Sep,Actual,S008,Enterprise,9171.63,5548.84,87,275.15
North,Beta,Online,Sep,Actual,S009,SMB,8390.22,5076.08,79,251.71
North,Beta,Online,Sep,Actual,S009,MidMarket,8720.31,5275.79,83,261.61
North,Beta,Online,Sep,Actual,S009,Enterprise,9074.41,5490.02,86,272.23
North,Beta,Online,Sep,Budget,S001,SMB,7518.92,4548.95,71,225.57
North,Beta,Online,Sep,Budget,S001,MidMarket,7671.59,4641.31,73,230.15
North,Beta,Online,Sep,Budget,S001,Enterprise,7897.26,4777.84,75,236.92
North,Beta,Online,Sep,Budget,S002,SMB,7632.59,4617.72,72,228.98
North,Beta,Online,Sep,Budget,S002,MidMarket,8006.26,4843.79,76,240.19
North,Beta,Online,Sep,Budget,S002,Enterprise,8205.93,4964.59,78,246.18
North,Beta,Online,Sep,Budget,S003,SMB,7840.26,4743.36,74,235.21
